,word,attn_mean,counts
469,終わる,0.013604987911782144,196
470,うん,0.01072302461070588,51
471,ちゃん,0.015015540546321428,112
472,逆,0.09623117916774192,31
473,払う,0.0273939809316125,56
474,更に,0.369490066730303,33
475,振る,0.04424465743142222,45
476,戻す,0.028766630487466662,15
477,ひどい,0.08551448939392105,38
478,疲れ,0.002098115198138806,67
479,とある,0.46911381349166664,12
480,働く,0.06519411189254462,186
481,ちなみに,0.4996409573498412,63
482,全,0.008484413303854972,187
483,然,0.026694365377499998,8
484,り,0.07577825975260656,61
485,無,0.007323579914880303,66
486,触れる,0.009240059687624999,56
487,出来る,0.019856901443639007,241
488,ふ,0.003993642202443955,91
489,思い出,0.006976462582364864,74
490,おそらくは,0.3356952551666666,3
491,おい,0.012876143493565214,23
492,開ける,0.0037715734796562503,48
493,へん,0.050450608699999996,5
494,呼び,0.004804660766555556,9
495,限る,0.0071697954065985505,69
496,少ない,0.011454982991641507,159
497,すら,0.07071565543632184,174
498,某,0.24045212561740745,27
499,どうしても,0.04136926717880435,46
500,入れる,0.009901453224412934,201
501,諦め,0.0025469031954650986,51
502,明かす,0.0013757324712500001,4
503,とり,0.014241688121987952,83
504,##え,0.001857268915829787,94
505,あ,0.020449333447147826,230
506,##がる,0.003234277271395348,86
507,実は,0.1339988696097561,41
508,受,0.003966078856111111,27
509,##かる,0.009146629261101418,141
510,凄,0.024768358548851063,47
511,培,6.434577e-05,1
512,滑り,0.00163931735,3
513,欠く,0.020689015372714285,7
514,外す,0.006127844003333333,24
515,一応,0.23698584906864867,37
516,落ちる,0.00814772765014516,93
517,耐え,0.0002793752,1
518,##難,0.0016202322176923076,13
519,汚,0.002995150430931034,29
520,べ,0.021003971584428568,21
521,##ったり,0.007597069399999999,12
522,薄い,0.01886834679,37
523,く,0.014179608431062612,199
524,##ずれ,0.004361123,1
525,しっかり,0.035349245748387104,62
526,あん,0.014580306508146807,47
527,##まり,0.04993807042358823,51
528,仕,0.010256879,13
529,にくい,0.008046574901301206,83
530,はた,0.03998203793661538,13
531,##付く,0.0016856289760175437,57
532,きっ,0.007324762268333333,12
533,##ち,0.0021751412750883724,43
534,まだ,0.034740275881167466,209
535,始まる,0.012101171680256411,39
536,さらに,0.11149235362106602,106
537,ごと,0.011476551985,8
538,##し,0.00666040489130125,80
539,もちろん,0.1082746735606397,136
540,すでに,0.004373686429962097,62
541,買,0.0028121895455714284,28
542,住む,0.06720450563041558,77
543,いたる,0.05893315580055555,9
544,大きい,0.02799980158237398,123
545,歩く,0.010011257471749123,57
546,副,0.00792655304,9
547,同じく,0.006989028202142857,14
548,イラ,0.001062805983607143,28
549,##イラ,0.003106768487071428,28
550,増やす,0.020816429172,56
551,一方,0.22911110301139537,43
552,一,0.0003975719242333334,36
553,戻,0.002369320177777778,9
554,帰る,0.007735507173284313,153
555,あの,0.052188726324031244,192
556,浴びる,0.005726862253571428,14
557,なに,0.03281332001080566,53
558,せい,0.0532872111117647,17
559,##ぜ,0.01618344545681818,22
560,さし,0.02292382255,6
561,##たる,0.006720420893157896,19
562,見かける,0.03956945764320514,39
563,上げる,0.03072000805839423,104
564,果たして,0.22607047586700002,10
565,まるで,0.18246908618382354,34
566,肥,0.0011687817833333336,6
567,##やす,0.005589918394444444,9
568,耐える,0.005747396970209303,43
569,よく,0.05008121950673679,280
570,る,0.04612004345381818,55
571,利,0.0011102864299999998,8
572,徹,0.0028488012844999997,6
573,成り立つ,0.002762829190916667,24
574,兼ねる,0.005597261278333332,6
575,もしくは,0.21016001308510207,49
576,##より,0.06458420780623077,52
577,いえる,0.03705288139096,25
578,居る,0.005708103987522728,88
579,デ,0.007870441053333333,6
580,いわゆる,0.2941675888833333,54
581,漏れ,0.00768700380125,16
582,腐,0.0008832042785333333,30
583,過ごす,0.03059782054742,50
584,話,0.0021078961122727273,11
585,特に,0.08145209589092914,127
586,##ぎ,0.0030540247638399997,25
587,暗い,0.022230385127025,20
588,多分,0.27077234763066665,60
589,騙,0.00205692973452,50
590,そのうち,0.005857761225000001,20
591,倒れる,0.0028267773009846165,13
592,繋ぐ,0.07530248733214286,7
593,出かける,0.016685572186285712,28
594,吐,0.005725265411141667,24
595,##ぶん,0.03301726222633334,75
596,おこ,0.0004256692923333332,6
597,掴む,0.016015779774,10
598,また,0.10247655118227945,297
599,動く,0.009983915149911494,87
600,頼む,0.06167427413787234,47
601,何より,0.2659133943593478,23
602,だい,0.005482143769009167,72
603,ついて,0.004980466170741667,48
604,##然,0.019121792053415323,124
605,掛ける,0.005010423958789473,19
606,減る,0.018203088136806125,98
607,なくなる,0.02654024218315748,127
608,困,0.001512629261526606,109
609,##ん,0.008230786834402438,246
610,忙,0.014609084422552631,38
611,手伝う,0.05075519183285714,7
612,助,0.0024855515868739135,23
613,ホイ,0.008317869510750002,4
614,##ホ,0.0013468595924166667,24
615,##イ,0.000699029923111111,18
616,けっ,0.014599325821923075,26
617,##こう,0.0024107521594687502,32
618,##しら,0.0035048238026315795,19
619,続く,0.012872048899920443,91
620,温,0.0027787367383,20
621,##める,0.003130287847128218,303
622,追い,0.009955837238789475,57
623,##かける,0.01089137666972373,59
624,走り,0.023418472713714285,7
625,##去,0.0009777450285714286,7
626,怒,0.001542405623895238,105
627,再,0.03999198887776087,46
628,謝,0.0015123199594166666,24
629,恐,0.0016665965,1
630,悪い,0.050355184494683215,423
631,##ぱ,0.0020892027402666666,15
632,どうして,0.07379424262843397,53
633,##鳴,0.0004061740933125,16
634,受け取る,0.010549120381249999,24
635,叱,0.002389444057052632,19
636,かも,0.053802849015328356,550
637,しれ,0.0025328232645053304,394
638,終える,0.057734946983846167,13
639,駆け,0.0012203386302142856,14
640,やや,0.5384407978122501,20
641,未,0.09195777855718182,22
642,助ける,0.057530965868444445,36
643,総,0.10631249637363636,11
644,悪,0.06958524044240001,15
645,めっ,0.011006551975219513,41
646,##ちゃ,0.05233536277044447,45
647,嬉,0.002197181558971111,45
648,新,0.08161390592713794,58
649,遊ぶ,0.042618833562999996,77
650,グ,0.012696248026666667,6
651,##ツ,0.0028050200813157893,19
652,##グ,0.0015752306981666666,6
653,決める,0.011753812339500002,86
654,例えば,0.13111231138947826,115
655,解く,0.01167302753090909,11
656,進む,0.01711008867364516,62
657,どころ,0.08621726451457143,35
658,行う,0.032228503270974034,154
659,調べる,0.008747538167524658,73
660,過,0.05195149801873572,14
661,##ただ,0.07690674942352943,17
662,逃げる,0.0038003979207880596,67
663,生まれる,0.005958387847041666,96
664,得る,0.005177078753307602,171
665,ハマ,0.006665764705361703,47
666,怪,0.0006925786211666666,18
667,強い,0.017320811581438778,196
668,好,0.003717676134870589,17
669,##通,0.005207279179419353,31
670,置く,0.003032166429323944,71
671,そうした,0.012575457475100003,20
672,大人,0.07728311091250001,8
673,##しか,0.0226416961275,24
674,あまりに,0.25554318463918924,37
675,誇る,0.029159444416666666,9
676,もはや,0.23459889461518196,39
677,かけ,0.0020585395725,6
678,##離,0.0005938073439999999,5
679,持ち,0.030975226641544115,68
680,見,0.0018499338982811023,127
681,##舞,0.0009582605605,4
682,若い,0.12230186714130101,101
683,脱,0.018029724292429137,58
684,危,0.004049279594074074,27
685,##ぶ,0.01967446364781395,86
686,##こそ,0.007312954542666667,15
687,支える,0.008764334318571428,21
688,伸ばす,0.003442096252357143,14
689,##かい,0.00642384050583023,86
690,##ぬ,0.0033134427189333336,15
691,かわい,0.0073882316854838705,31
692,似る,0.04823639076939394,66
693,似,0.007471922982090909,11
694,##つく,0.006930655528689473,133
695,詳しい,0.12362693042970585,34
696,薦め,0.001278976675,2
697,現,0.13882017509473912,23
698,遅い,0.020758989315411765,51
699,早い,0.04831065027838921,102
700,寝,0.0021153058930562965,135
701,##かし,0.010060625781571427,7
702,##つける,0.012956595396384909,53
703,まったく,0.015031323527200002,40
704,落ち,0.008456275644934426,61
705,##着く,0.005863701015531915,47
706,触,0.003616428350966667,54
707,偉,0.0027468834608157895,38
708,広げる,0.05136153593547826,23
709,集まる,0.012842771178122808,57
710,着く,0.036850978486666665,15
711,低い,0.018882343907415788,114
712,ないし,0.10549053377069767,43
713,しばらく,0.09917503247116327,49
714,じ,0.021029829561932733,55
715,あま,0.009339285,3
716,##った,0.0005661994405,6
717,濃い,0.040097373395,11
718,絡,0.0008281763233333332,3
719,あんな,0.03394210323651219,41
720,売る,0.022253820382948278,116
721,剃,0.020668030748346153,26
722,ザ,0.002166011085,2
723,##ラ,0.004946559340535715,28
724,##ザ,0.0014458942000000002,2
725,ツル,0.0036471854,1
726,##ツル,9.355658000000001e-05,1
727,飽,0.0016574955837424241,33
728,##きる,0.0020014490868510634,47
729,おや,0.0007206128733333333,3
730,##すみ,0.01652653715,2
731,ん,0.033372273251488886,639
732,通じる,0.00163726958725,16
733,おう,0.0066555901999999995,3
734,け,0.0063292030595833325,24
735,見出す,0.003334414444,5
736,示す,0.022906201137565224,46
737,きちんと,0.14320266695735293,34
738,載せる,0.015082840939214285,14
739,甘,0.04229101809666667,12
740,ゴロ,0.0056810332975,4
741,##ゴロ,0.003545769965,4
742,##やか,0.001931269285125,8
743,連れ,0.0023089278783076923,26
744,言い,0.026185881055275365,69
745,##ふ,0.002467445406782353,34
746,##破,0.0009534088950000001,4
747,だんだん,0.017479534150375002,16
748,抱える,0.005850581568320756,53
749,寂,0.018200609945,28
750,払,0.002831097458888889,9
751,切,0.0152921678313,10
752,##羽,0.0026374307749999996,4
753,##詰,0.003986648996757693,26
754,##まる,0.0051364640056434105,129
755,憧れ,0.004076252093333333,15
756,転,0.010702795480068753,16
757,##がり,0.013591350823999999,5
758,空,0.011334983653733333,30
759,面白い,0.04982958126076922,117
760,会,0.0011801963964285713,14
761,届ける,0.0018143234999999998,5
762,稼,0.004058997364315789,19
763,##げる,0.02304710987142157,102
764,大体,0.00033398367999999993,1
765,頼,0.005724394878400001,10
766,出せる,0.004128257571154097,61
767,配,0.020399116298304345,23
768,貰,0.002789819271633333,60
769,そのまま,0.05663183324561645,73
770,引き,0.0037977236620270268,37
771,##落,0.0006045015042222223,9
772,支払う,0.04585536609642856,14
773,貯,0.0008404462966645456,22
774,流行,0.008981141518910418,48
775,こ,0.011708010258197874,94
776,##ぞ,0.0014937673124642856,28
777,予め,0.006386533811428571,7
778,いつも,0.13164458345551375,109
779,売り,0.008806033955436363,22
780,##切れる,0.0042649959893478265,23
781,##した,0.0042353778571484375,64
782,##ら,0.008259663038651414,205
783,信じる,0.017404832670125,72
784,描,0.0018996369465,8
785,売れる,0.01121802054437778,45
786,描く,0.010406742657828946,76
787,短い,0.00820676530975,30
788,いっ,0.0177234433817619,21
789,##そ,0.004284048406270422,71
790,書き,0.026995410968611112,36
791,##下,0.01153110777327273,22
792,##ろ,0.0040005685196633795,71
793,嫌う,0.011164154799946806,47
794,てい,0.005892927216500001,22
795,もらえる,0.015154845708105503,109
796,萌え,0.007488390413636362,44
797,重,0.012652668206842105,19
798,##んじ,0.0019044570963636367,11
799,もし,0.05814224379678572,140
800,かかる,0.011674185448705555,162
801,せ,0.0029967506673972974,37
802,##めて,0.006201972954967743,31
803,代,0.0025618503184,4
804,聴く,0.003966740438866667,15
805,通う,0.004559152645599999,40
806,なお,0.3162912890018519,54
807,近い,0.03387958790109662,59
808,非,0.049973052429600005,60
809,鳴る,0.014541412432999997,10
810,##っぱ,0.00988534304172414,29
811,探す,0.004437891125301234,81
812,渋,0.20040255125788003,5
813,硬い,0.005712383249999999,12
814,並ぶ,0.023869501754594593,37
815,ワ,0.028540832113846153,13
816,##ク,0.003676484125294118,17
817,##ワク,0.0014645792627272726,11
818,づけ,0.003413119297142857,7
819,従う,0.040040222742692304,26
820,細かい,0.08520000834382353,34
821,常,0.005269636774666668,3
822,広がる,0.01803928210104082,49
823,足,0.008997200853411765,34
824,代わる,0.019109264760909093,11
825,飛ばす,0.009898823225714285,14
826,久,0.006581129666666667,3
827,はや,0.0026787401364666663,15
828,失う,0.017408508600181817,44
829,避ける,0.05059763791642857,56
830,比べる,0.023066593026172415,58
831,##すい,0.0010860012824444444,9
832,きれ,0.006289168430634483,29
833,生む,0.01220715360136111,18
834,軽い,0.0714525358874359,39
835,幼い,0.03374546448222223,9
