,word,attn_mean,counts
215,作る,0.012571336038474254,369
216,つなぐ,0.009464085548714288,14
217,ほど,0.19313156483026564,300
218,かける,0.025480459509491474,176
219,限る,0.003249690627069767,43
220,よう,0.05725365793711111,9
221,##は,0.018816208816618482,92
222,って,0.15147722991332768,2004
223,のみ,0.1090417222376,50
224,約,0.17660491484994442,36
225,軽い,0.07130945957864407,59
226,出来る,0.020183918559875356,241
227,ところ,0.1446076233,8
228,障,0.0064722366681375,16
229,超える,0.013336229404376121,67
230,半,0.03586739971111111,9
231,探す,0.0074147995528454054,74
232,過ぎる,0.005779911300432876,73
233,しか,0.012558739281469097,426
234,優れる,0.007140893097666668,12
235,よ,0.017296777134683663,1880
236,ふ,0.005519283798496804,97
237,##んだ,0.00407929915875,16
238,##くる,0.0029826698150434206,76
239,くれる,0.04161501261717747,617
240,ちなみに,0.3141899784825841,94
241,既に,0.0055281472928125006,32
242,とにかく,0.15863886343028916,101
243,故に,0.02582459861,4
244,ひどい,0.006254950210727272,44
245,すぎる,0.03442384703202028,249
246,やめる,0.01059114261778899,109
247,##対,0.009323348720758007,241
248,##して,0.013285747817610782,256
249,死ぬ,0.01945297140547392,237
250,殺す,0.029055369196154233,59
251,減らす,0.005427118739525001,12
252,薄い,0.005594106482178571,28
253,違う,0.002503067448396897,262
254,取る,0.0073766111978841595,149
255,べし,0.04759652806049822,152
256,なんて,0.032158157079775755,497
257,ほしい,0.044136251429732785,183
258,そう,0.008583455083906956,473
259,支える,0.003287807882173913,23
260,いける,0.0076696505085820516,195
261,ちゃ,0.008706098833740001,290
262,なん,0.016531481159308706,270
263,そんな,0.036849428029986954,575
264,##に,0.010237970578014182,463
265,厳しい,0.011594515272802438,41
266,いう,0.008746367344765364,727
267,どういう,0.029842707889565626,64
268,知る,0.009120907846019446,487
269,みる,0.017571671383648853,610
270,観る,0.0062800168312315795,57
271,凄,0.0440109177383537,54
272,もう,0.061578155099175115,414
273,寝,0.010892123114355817,129
274,覚,0.00107228929882,10
275,##める,0.0103555164666541,278
276,考える,0.011398161808953828,483
277,気づく,0.01838883796692967,91
278,##すぐ,0.16840707734,23
279,もともと,0.1540408997315385,39
280,この,0.020402772491627568,971
281,こんな,0.04357795665015169,368
282,向こう,0.02790824423,2
283,渡る,0.09753689978772728,11
284,特に,0.09890100552563924,158
285,吐,0.0064435416075999995,19
286,本当に,0.04055771145944288,251
287,狂,0.0041478324744,10
288,押し,0.007386109250051818,44
289,##寄せる,0.003052152042857143,7
290,ひたすら,0.09448537875472973,37
291,だけ,0.04686538142123294,1016
292,残る,0.0098233344214,65
293,ちょっと,0.09447796668071665,293
294,空,0.0039034314666315786,19
295,向かう,0.017595846358382974,47
296,##っぱり,0.037173195045905404,74
297,大分,0.0011737209,1
298,もらう,0.02986723321209764,195
299,読む,0.01634418072992653,421
300,ので,0.04787234160042659,1387
301,伝える,0.01755119690453421,76
302,誤,0.0029972107138571424,14
303,へ,0.031187592294856032,336
304,割合,0.0167617538,2
305,占める,0.012879887717692308,13
306,表す,0.006380506747384616,13
307,示す,0.03554363363769355,31
308,全,0.0040993641638326994,163
309,割る,0.0031854993777200003,15
310,または,0.032383206701333336,15
311,選ぶ,0.02282042058941621,111
312,初めて,0.061888890690200475,108
313,すなわち,0.016923725254637142,7
314,より,0.06103874291553556,398
315,近い,0.029440515261616566,70
316,働く,0.04064455391059495,198
317,立てる,0.002465088673640625,32
318,受ける,0.013675538718622643,174
319,何でも,0.006744808299999999,3
320,本当,0.014053834137825714,35
321,もっと,0.05931750044445967,181
322,起こす,0.0075156459165333315,39
323,種,0.002511281,1
324,##々,0.012105170486018745,167
325,載,0.00537948124685,20
326,思える,0.014411273441815586,77
327,安い,0.01669179011221738,84
328,膨ら,0.0016089309875,4
329,第,0.04913488084273154,97
330,##ー,0.004781186120603334,357
331,元,0.20461133786677108,83
332,っぽい,0.03827178331766932,88
333,含める,0.03167657637194761,50
334,稼ぐ,0.026858225842758193,55
335,かつ,0.12126643352408693,46
336,こなす,0.008579149667803999,25
337,同じ,0.017081592571292513,358
338,つまり,0.10935484052376271,59
339,高,0.03509621688333572,56
340,そこ,0.0033451325368169527,105
341,##そこ,0.059392372897276606,47
342,ぶ,0.0034265419999495454,66
343,かく,0.02119614416812,25
344,往,0.0008775956159999999,2
345,あまりに,0.26319681455383853,42
346,煮,0.007190310095333333,15
347,##詰,0.0019075936306249999,24
348,##まる,0.009106399448377994,132
349,某,0.211646723051,44
350,分かれる,0.008016839135142857,14
351,うた,0.000325578285,2
352,小さい,0.10849369422646155,52
353,##ち,0.0010789583894274999,40
354,回す,0.017179450240226317,19
355,連れ,0.0018392590796845836,48
356,##回,0.0013333523133333336,18
357,通る,0.0018292003659216667,42
358,覗,0.0078225585736,10
359,ぎ,0.102560489751,10
360,##ゅ,0.0020702859999999997,3
361,##っと,0.006041570226550667,75
362,つか,0.00812877750749375,32
363,終わる,0.031365577704628424,190
364,ずっと,0.06924571036962193,155
365,最,0.13703575511666666,18
366,上がる,0.016258557595841026,78
367,重い,0.023066377846658336,36
368,短い,0.010435484243076923,26
369,詰め,0.023626420627522224,9
370,コロコロ,0.0204657313298,3
371,落ち,0.0045390444554,40
372,##着く,0.0064537323063413796,29
373,感じる,0.015407860087171451,227
374,仕,0.00676104539994737,19
375,高い,0.03988484333155537,242
376,いろいろ,0.04533542414474964,79
377,長い,0.04181474406739607,127
378,遊ぶ,0.03632909900215094,53
379,##然,0.022707114861788693,130
380,ぐ,0.0027976973971666663,6
381,##ずる,0.05759491498727272,11
382,替える,0.0021957753655999996,5
383,入れる,0.008185476419706787,221
384,ろく,0.0038067298657142854,14
385,がんば,0.00999571608477106,47
386,させる,0.013630846947321565,51
387,泣,0.00416565496851284,81
388,あや,0.0025136267058888887,9
389,##かし,0.0048190723176142845,14
390,##つける,0.024814496485735225,44
391,危,0.001129849013957143,21
392,##ない,0.006799695453311235,154
393,止める,0.003636982026888889,36
394,あらゆる,0.06764640987227272,22
395,捧げる,0.019789512994285715,7
396,さすが,0.13056072348572728,44
397,休,0.0017582372231250002,28
398,ぬ,0.013780866364652212,583
399,まさに,0.10689698866136128,31
400,いく,0.009372450927485745,430
401,たった,0.17608424212966667,24
402,##ぁ,0.019539844949230358,224
403,とある,0.18315693440653336,30
404,触れる,0.006762208207906978,43
405,問う,0.013210389058421052,19
406,敷,0.0017524800766666668,3
407,揉,0.004514980749533333,12
408,##み,0.00253257225971,40
409,##消,0.0022419183899999996,3
410,にて,0.25334384847117647,17
411,切る,0.010221657503404443,45
412,おかしい,0.0255256729964626,100
413,つ,0.017265342297960937,75
414,など,0.018490768692935,406
415,掛ける,0.00908186738966667,15
416,無い,0.046775203138763356,321
417,上げる,0.022780316832188754,72
418,おく,0.015492216106449571,257
419,請負,0.0026096858,1
420,また,0.09826765097355698,172
421,別に,0.07263559613148148,81
422,立て,0.0027705577350000004,3
423,##替える,0.026729471362233335,15
424,頼む,0.04350367349432429,70
425,い,0.0008104159540552415,176
426,##や,0.025047802844896692,242
427,ま,0.013635437794555352,370
428,##あ,0.013042009987833378,491
429,聞く,0.02080714756206635,471
430,##と,0.008839674399769846,522
431,##から,0.07041183701506842,95
432,##って,0.007361391636019729,258
433,取り,0.030233669421667105,38
434,##返,0.0010241855454454411,68
435,あん,0.031080566756940903,55
436,##まり,0.023033322798456143,57
437,##ん,0.008600792046697508,265
438,き,0.01848786718719939,98
439,こ,0.00321542237481468,94
440,##ねる,0.0049259178407981144,53
441,精,0.0014027441840000002,5
442,##一,0.03441877130570555,18
443,##杯,0.000496462602,5
444,いき,0.0012846089520000001,5
445,成し,0.008901947915000001,4
446,##遂,0.010015695223999999,5
447,##げる,0.023622496662001034,97
448,熱い,0.010260959637533333,18
449,むしろ,0.050530299699307245,69
450,##ら,0.008186665280539832,237
451,なんか,0.11597369641301686,305
452,##ど,0.04430681898921733,127
453,もし,0.038325936675325,80
454,ああ,0.020930795861027272,110
455,至る,0.0035248269949355554,45
456,##り,0.0067541609972891145,305
457,あげる,0.03539909425909639,83
458,組み立て,0.043469566904,5
459,多少,0.047270318141146336,41
460,培,0.0029282363,1
461,かなり,0.09539310103454918,122
462,成り立つ,0.008112451053235294,17
463,忙,0.025950173205857144,35
464,##しい,0.004194499261354079,429
465,加える,0.03439141037941667,24
466,しっかり,0.040436427572902445,41
467,##通,0.00750525744337,20
468,返,0.0005583539424043807,21
469,青,0.0046955409760666665,6
470,覚える,0.01135070286609064,94
471,たとえば,0.05024129419534318,44
472,付ける,0.03912864792503449,58
473,倣,0.0021150745,1
474,および,0.14021784891484618,13
475,決まって,0.040111255,1
476,ち,0.004710317529997966,118
477,言える,0.04315094422948875,128
478,話し,0.0024073915017272726,33
479,##かける,0.003511386839571428,42
480,仲良く,0.0027382495504896555,29
481,騒,0.00036582572723318184,44
482,だから,0.2004695464954277,208
483,少し,0.07638373466274499,200
484,飲,0.002430451921625001,12
485,けれど,0.03970400687301077,157
486,合う,0.05109110332124648,91
487,大抵,0.05856059014109091,11
488,つる,0.0041844248663125,16
489,たって,0.003083543000575,8
490,雇,0.0022488907647099997,20
491,居る,0.009501276069439287,84
492,##しら,0.0026386957446842105,19
493,難しい,0.007745195246111901,79
494,置く,0.003511690119160635,63
495,ちゃん,0.014800138632807077,89
496,払う,0.01848298081089355,93
497,求める,0.012162477547533334,69
498,美味,0.005151909426333334,120
499,低い,0.024108166398774097,105
500,なり,0.1322853740769,74
501,込める,0.008431897849642859,14
502,超,0.10777866718425425,59
503,楽しむ,0.02023214776122449,49
504,弱い,0.05588152233696153,52
505,せ,0.00509939637228125,32
506,##めて,0.01220562505854,30
507,一杯,0.012145231800000001,4
508,まだ,0.04835507358429819,182
509,##しも,0.0045872658926,10
510,知り合う,0.041947967455843754,32
511,始める,0.029188501255773117,212
512,出会う,0.013139769496310346,58
513,##いて,0.002108531752857143,7
514,面白い,0.028350463494075297,149
515,ほとんど,0.018788761390893482,138
516,惚れ,0.00728900484,15
517,ガンガン,0.02160369560857143,7
518,押す,0.004157357728377778,45
519,ようやく,0.15950151238583335,24
520,##合,0.014110747476538461,13
521,##える,0.009798715311113647,277
522,##いった,0.0456557002512565,63
523,##っ,0.004523041523220472,127
524,誘う,0.009718885150365387,52
525,突然,0.03847296290728851,67
526,食い,0.0011665389350016665,12
527,##下,0.002954570145363636,22
528,##がる,0.017938412603375538,83
529,疑う,0.0010167184666705882,17
530,言い,0.018845286472262295,61
531,こういう,0.07162708807714846,142
532,酔,0.0019952682063080003,25
533,すみ,0.0031009317536842104,19
534,##ま,0.0016158233864193457,107
535,##せん,0.004499261055305557,36
536,いただ,0.006115051616017033,91
537,わざわざ,0.191391611507375,32
538,##だか,0.009614763430901407,71
539,救う,0.011173543838909089,22
540,ありがとう,0.027751728048395836,96
541,会う,0.04219565921507488,80
542,送る,0.004074571291291667,72
543,ぽ,0.0017094161221103451,29
544,再度,0.0010156408925,4
545,時,0.0019187882350250002,16
546,とり,0.00542867173999423,78
547,##え,0.0009583343230380107,93
548,##ず,0.015580939964565482,104
549,詳しい,0.04639739910213135,59
550,事,0.03267811109333334,6
551,##足,0.0021595151543733334,15
552,調べる,0.00923926661781875,64
553,甘い,0.010702791196575129,39
554,べ,0.023951549368931038,29
555,とって,0.0039205955674200006,5
556,別れる,0.013841915113047916,48
557,切り,0.003929747573222223,27
558,##出す,0.003736152609874091,143
559,会,0.00019292493383375,8
560,辛い,0.06422433500736394,86
561,##ぞ,0.0029720222888875002,24
562,ポ,0.0008853330841999999,4
563,##イ,0.0006855910991384616,13
564,り,0.07628927455472896,38
565,わ,0.02115716227566278,227
566,疲れ,0.007084588045618309,71
567,可愛い,0.047916851531958606,79
568,戻る,0.0021343299674416666,48
569,若い,0.043303624006206694,115
570,ハマ,0.004168915159611112,18
571,あんな,0.02283856559326852,54
572,ク,0.025839445126074365,78
573,##ソ,0.005855678719624023,90
574,習,0.004177036885999999,20
575,##わ,0.0033849634878862743,51
576,通じる,0.0026838170220866665,15
577,除く,0.10874699277343598,25
578,正しい,0.01096096464457,60
579,ただし,0.13572406532611905,42
580,聞き,0.0012612570379666665,30
581,##取,0.0006232373425164501,12
582,##れる,0.006722687465918422,375
583,色,0.014865436072744043,137
584,取れる,0.002372107649463636,33
585,だって,0.03802415630043085,240
586,並ぶ,0.018466620513955884,34
587,味,0.005609368445714286,14
588,##わう,0.0030022128370833334,12
589,##たら,0.009561493530714286,28
590,例えば,0.18036163063072,100
591,書ける,0.005638312660200001,31
592,争う,0.03277323565,6
593,勝て,0.00950088096375,16
594,負ける,0.004289740884966924,26
595,だい,0.019196190694716668,84
596,##たい,0.03473854882839744,78
597,もちろん,0.10413353772350797,163
598,信じる,0.010066246182519696,66
599,下げる,0.003903757153598214,28
600,呪,0.0005169207733333333,3
601,勝つ,0.0006330008130333334,15
602,##ば,0.0024268567512857144,28
603,##かしい,0.0018604506517744847,66
604,立つ,0.018425910762084927,71
605,切り替える,0.000407494894,5
606,悔,0.0017098472307857141,14
607,気付く,0.005570437304465956,47
608,飽,0.00306763156525862,29
609,##きる,0.002908529314823077,39
610,しかし,0.0845724464615877,211
611,一,0.0010951651279807405,27
612,##度,0.028313702673385715,70
613,##がし,0.004270078676666666,6
614,金,0.002665688,3
615,##輪,0.007302375140000001,3
616,##際,0.03696455625,4
617,悪い,0.05315111741465944,391
618,##な,0.003253501874596516,250
619,うる,0.02817980371942917,48
620,学ぶ,0.01745633232913846,39
621,もはや,0.08353261970424139,29
622,はじめる,0.006488233326736842,19
623,バカ,0.038292045091153845,13
624,崇,0.000220691155,3
625,奉,4.874121e-05,1
626,厚い,0.013791785215714286,7
627,曲げ,3.5514368666666665e-05,3
628,全く,0.02102473400621696,171
629,きちんと,0.024033669061308334,36
630,ぞ,0.008602893352937284,140
631,ねえ,0.07899855370186046,43
632,単に,0.007402826121863635,22
633,当然,0.10328980896327589,112
634,残す,0.009924181980791523,59
635,届く,0.0023390133882580646,31
636,呼ぶ,0.025767866189219828,116
637,奪う,0.010553154721200001,15
638,かな,0.0023670599635833337,18
639,なお,0.21017352665732003,50
640,##さら,0.017873698601055556,18
641,ど,0.05421846971014656,58
642,ため,0.024808853441666667,12
643,す,0.005200152620013472,144
644,怒,0.001328664367219495,99
645,##ろ,0.0028563017211582693,78
646,照,0.0011279830142857143,7
647,##らす,0.030702638811552645,38
648,記す,0.01768544524,4
649,効,0.012484026875416663,18
650,眺める,0.030515933647599996,21
651,凝,0.002645361015705455,11
652,持,0.0012479168492421054,19
653,##余,0.00219941445,3
654,画,0.0007070874,2
655,秘,0.0014652782266666668,3
656,あたかも,0.0034467751500000003,2
657,刻み,0.006029635,1
658,ゆく,0.047168260156363634,11
659,遂に,0.00088719703,1
660,生まれ,0.00050070189,4
661,##ながら,0.0092462566687,10
662,産む,0.03144550569836364,33
663,避ける,0.007955026691452382,42
664,うまく,0.002414504,1
665,走,0.0008844959300000001,2
666,察,0.0014346397514899997,10
667,走る,0.04557748821291666,48
668,ふう,0.10009022916666667,6
669,移る,0.023719656952,5
670,答える,0.018851005995430232,86
671,停,0.00228697869,5
672,まつ,0.004942270606922222,9
673,やり,0.003141293693571429,14
674,##過,0.0010227574288181817,11
675,##ご,0.000462840623212625,80
676,かっ,0.046826642415625,32
677,##こい,0.0019353041231820692,29
678,踏む,0.010547142926045455,11
679,実際,0.0555696113218121,157
680,誘い,0.0016761203,1
681,譲る,0.002272199625304348,23
682,逃れる,0.004114631926,5
683,実は,0.11676198597933785,74
684,あり,0.05383421416031596,67
685,##ふ,0.0027506478810090905,22
686,つく,0.04885025280891875,192
687,すご,0.005374512425,4
688,まとめる,0.021091703261922057,68
689,あう,0.06950950919895454,22
690,##ける,0.006911001864599982,234
691,どの,0.012534389625367189,69
692,まったく,0.01601917706403843,51
693,持つ,0.013250793272739035,352
694,見せる,0.018950088042244444,90
695,要,0.08956757638685715,21
696,脱,0.017749774963,25
697,正,0.0027792650737500004,8
698,あくまで,0.09738893544188462,26
699,伴う,0.028653876888302635,19
700,とどめ,0.008605005616333334,3
701,外,0.00033630026,1
702,買い,0.004156838974555555,18
703,##占,0.002005575,1
704,売る,0.029249001125312268,62
705,ぶつ,0.016281186881043103,58
706,##かる,0.005285403718223,90
707,##鳴,0.00027353576727777776,18
708,しかも,0.2027060632160405,74
709,##つ,0.01267338971462575,80
710,睨,0.0008598791579999999,5
711,##みつ,0.0015027950199999998,5
712,駆け,0.0015959699461684212,19
713,いかに,0.11397604190525715,35
714,歩く,0.007752519173686815,91
715,ける,0.09878603624000001,11
716,##弱,0.00010724696000000001,2
717,困,0.0008284710849559999,75
718,もらえる,0.019349550869982,85
719,買う,0.011061675646690854,328
720,##した,0.009739230478085057,87
721,渡す,0.0027519536320999996,27
722,作れる,0.006102010765353124,32
723,##そ,0.002567285142346053,76
724,なれる,0.0030804801343797296,74
725,過ごす,0.008431524112626,50
726,叶,0.002066470286,9
727,##ゃ,0.027686970741704,75
728,別途,0.228677666544,5
729,誇,0.0035234953985714287,7
730,まい,0.0016440343843749999,16
731,辛うじて,0.0038062539499999996,2
732,上回る,0.00017949730566500002,4
733,恵ま,0.0013875377938566663,15
734,知れ,0.006433660408565173,29
735,再,0.01693140591485,40
736,ブラ,0.0003402200495,2
737,##ブラ,0.00015845335150000003,2
738,情,0.010269692610625,8
739,何,0.008684528414865385,104
740,##しろ,0.00878665394322,27
741,崩れ,0.001570201625,2
742,落とす,0.01067617225285185,27
743,得る,0.004539629885539214,89
744,本,0.024479842004518183,22
745,間違,0.0025754903156128945,38
746,決まる,0.002031758698031373,51
747,応じる,0.001968574376641667,12
748,割り,0.014651377305090911,11
749,##振,0.00018514369799999997,3
750,##し,0.008619788750677778,72
751,順に,0.039863801,5
752,追って,0.00033107425900000004,3
753,貼,0.00914154019085,20
754,反,0.017660767062500003,12
755,もつ,0.008502851803921569,51
756,無,0.01387402879152381,42
757,なく,0.005245755653008333,12
758,見出す,0.003537062574,5
759,##っぽ,0.01071768279665,22
760,前,0.00430909022648077,26
761,守る,0.030847726731147166,53
762,育てる,0.026017954344907147,42
763,適,0.012060897344,5
764,整,0.00027845020433333337,3
765,##かい,0.0034491141579547943,73
766,どうして,0.01933953304390909,44
767,断る,0.010167319990295456,44
768,かき,0.0019853748188999997,6
769,##分ける,0.005639519224285715,7
770,目指す,0.011748714589207409,27
771,##の,0.0067321757890778065,196
772,笑う,0.00854610781143125,80
773,おり,0.0006552351707155,8
774,通,0.003610801058833333,6
775,当たる,0.030673962458637207,43
776,褒,0.0028253981740000004,50
777,受け入れる,0.021534587973421053,38
778,上手,0.008082782859860714,56
779,起きる,0.0036287031114772294,83
780,踏み,0.0014134710540714287,14
781,嫌う,0.005686690870045454,44
782,頑,0.01050944158047059,102
783,##張る,0.0044719283606164785,115
784,治,0.002352856749526316,19
785,許す,0.009411910092358438,64
786,改めて,0.047008701281874996,16
787,む,0.005576334733958695,23
788,役,0.01484319405236111,18
789,##立つ,0.005349400898086957,46
790,ともかく,0.0921617009,13
791,決して,0.041985419584722225,27
792,だが,0.18036604485542687,32
793,さえ,0.021762605810295453,66
794,行き,0.00171529774,2
795,##ぎ,0.0076782793855000005,16
796,与える,0.011723049098340384,52
797,##び,0.00337185332200375,48
798,##こ,0.0018463082711571647,85
799,開く,0.010860166625709303,43
800,けれども,0.0790518119759643,28
801,繰り出す,0.0049004595475,4
802,たまに,0.1482173709142857,28
803,博,0.00038472602499999996,2
804,当てる,0.0055090036075,12
805,ゴ,0.019844538666666665,3
806,##タゴ,0.013157098500000002,2
807,##タ,0.002563916058,5
808,伏せ,0.0016544486218666667,6
809,長らく,0.43374649172,4
810,気,0.016434206287735214,71
811,##入る,0.002721489125927027,37
812,成る,0.048876313733333336,3
813,隠す,0.0049036097701851845,27
814,した,0.00010566533424999999,4
815,##が,0.008566259153806719,64
816,負う,0.07359771807725998,10
817,突っ,0.005258616376296297,27
818,広まる,0.01474239475178571,14
819,見える,0.012674710417904253,123
820,しら,0.0014740977878333332,6
821,##べる,0.011718054699586207,29
822,何故,0.05730737391206601,50
823,足り,0.0030253749471192497,40
824,端,6.5611084000000006e-06,1
825,##折,1.0203719e-06,1
826,##少,0.010145928821391668,36
827,基づく,0.0018580084225853848,13
828,ゆる,0.0741081564107059,17
829,のう,0.1223067888186,3
830,りん,0.029496949343875003,8
831,差し替え,0.00047930214,2
832,目覚め,0.001852145073333333,3
833,なんと,0.11285710552688334,120
834,づらい,0.0023027668469857146,21
835,見,0.0028334345315679348,138
836,儲,0.0033723126233315796,19
837,集,0.00030641891000000003,2
838,##なく,0.05615231563395293,85
